site,year,month,day,replicate,rep.loc,set.time,net.size,success,species,stage,abundance,num.est,notes,entered,checked
ssp,2016,4,7,1,30,704,22,1,pink,1,1,n/a,,ben,kaia
ssp,2016,4,7,1,30,704,22,1,saso,3,8,n/a,,ben,kaia
ssp,2016,4,7,1,30,704,22,1,unla,1,2,n/a,,ben,kaia
ssp,2016,4,7,1,30,704,22,1,pasa,3,18,n/a,,ben,kaia
ssp,2016,4,7,1,30,704,22,1,unfl,1,6,n/a,,ben,kaia
ssp,2016,4,7,1,30,704,22,1,enso,3,4,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,bapi,2,1,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,tube,2,4,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,pasa,3,137,68,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,cqbr,1,1,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,sand,1,7,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,saso,3,22,11,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,unfl,1,109,55,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,pegu,2,1,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,enso,3,34,17,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,cabe,1,2,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,nocl,1,1,n/a,,ben,kaia
ssp,2016,4,7,2,0,725,22,1,coho,2,5,n/a,,ben,kaia
wfb,2016,4,8,1,250,720,22,1,stsc,2,1,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,sand,1,186,150,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,saso,3,53,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,pasa,3,8,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,unfl,1,4,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,repe,3,2,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,sand,2,1,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,pink,1,1,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,unla,1,2,n/a,,zach,midoli
wfb,2016,4,8,1,250,720,22,1,unla,1,1,n/a,,zach,midoli
wfb,2016,4,8,2,15,735,22,1,stsc,3,2,n/a,,zach,midoli
wfb,2016,4,8,2,15,735,22,1,saso,3,14,n/a,,zach,midoli
wfb,2016,4,8,2,15,735,22,1,sand,1,50,50,,zach,midoli
chp,2016,4,8,1,0,815,11,1,tube,2,279,250,gravid,zach,midoli
chp,2016,4,8,1,0,815,11,1,pink,1,3,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,shpe,2,1,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,tisc,3,3,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,masc,3,2,n/a,gravid females,zach,midoli
chp,2016,4,8,1,0,815,11,1,saso,3,1,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,unfl,1,7,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,pegu,1,1,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,pasa,3,1,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,enso,3,2,n/a,,zach,midoli
chp,2016,4,8,1,0,815,11,1,kegr,3,4,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,pasa,3,24,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,enso,3,11,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,kegr,3,3,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,unfl,3,31,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,saso,3,7,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,bapi,1,1,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,pink,1,1,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,pegu,3,7,n/a,,zach,midoli
chp,2016,4,8,2,20,830,11,1,unsn,3,3,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,coho,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,bapi,3,21,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,tisc,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,tube,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,pasa,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,thst,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,enso,3,3,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,kecl,3,1,n/a,,zach,midoli
ppo,2016,4,9,1,0,755,11,1,smsc,3,1,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,pasa,3,2,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,tisc,3,3,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,rbsc,3,3,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,enso,3,7,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,bapi,3,3,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,unfl,1,1,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,thst,3,2,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,unsc,1,1,n/a,,zach,midoli
ppo,2016,4,9,2,60,808,11,1,unla,3,2,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,roso,3,1,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,pink,3,115,20,,zach,midoli
pba,2016,4,9,1,0,839,11,1,susm,3,3,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,chum,3,7,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,thst,3,14,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,bapi,3,6,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,cqbr,3,2,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,ling,3,1,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,pasa,3,6,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,coho,3,2,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,tisc,3,3,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,tube,3,2,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,enso,3,8,n/a,,zach,midoli
pba,2016,4,9,1,0,839,11,1,bago,3,3,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,thst,3,57,20,,zach,midoli
pba,2016,4,9,2,40,856,11,1,tube,3,2,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,bapi,3,27,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,enso,3,17,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,crgu,3,1,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,cabe,3,2,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,smsc,3,1,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,stfl,3,1,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,pasa,3,3,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,stsc,3,2,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,bago,3,1,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,kegr,3,1,n/a,,zach,midoli
pba,2016,4,9,2,40,856,11,1,tisc,3,1,n/a,,zach,midoli
hdo,2016,4,12,1,50,1055,11,2,bapi,3,2,n/a,,midoli,midoli
hdo,2016,4,12,1,50,1055,11,2,stsc,3,1,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,stsc,3,2,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,enso,3,3,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,stfl,3,2,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,sand,1,11,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,bapi,3,2,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,thst,3,3,n/a,,midoli,midoli
hdo,2016,4,12,2,75,1105,11,1,unfl,1,1,n/a,,midoli,midoli
chp,2016,5,7,1,0,644,11,1,unro,1,1,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,pegu,3,11,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,pasa,3,16,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,enso,3,23,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,busc,3,2,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,shpe,2,5,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,kegr,3,3,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,reil,3,1,n/a,,midoli,kaia
chp,2016,5,7,1,0,644,11,1,unla,3,2,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,shpe,2,2,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,pegu,3,12,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,enso,3,54,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,kegr,3,4,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,pasa,3,7,n/a,,midoli,kaia
chp,2016,5,7,2,40,706,11,1,unsn,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,stsc,3,8,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,bapi,3,112,30,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,thst,3,60,20,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,pasa,3,12,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,herr,1,151,130,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,stfl,3,4,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,rbsc,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,pasc,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,cabe,1,4,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,wall,1,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,blgo,3,2,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,enso,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,tisc,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,grsc,3,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,kegr,1,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,boro,1,1,n/a,,midoli,kaia
hdo,2016,5,7,1,300,907,11,1,kecl,2,1,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,stsc,2,15,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,stfl,3,1,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,thst,2,1,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,enso,3,9,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,pasa,3,1,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,ling,1,1,n/a,,midoli,kaia
hdo,2016,5,7,2,200,925,11,2,bapi,3,30,30,,midoli,kaia
wfb,2016,5,8,1,300,650,22,2,unfl,1,17,n/a,,zach,kaia
wfb,2016,5,8,1,300,650,22,2,saso,3,6,n/a,,zach,kaia
wfb,2016,5,8,1,300,650,22,2,sand,3,3,n/a,,zach,kaia
wfb,2016,5,8,1,300,650,22,2,herr,1,4,n/a,,zach,kaia
wfb,2016,5,8,1,300,650,22,2,pegu,3,2,n/a,,zach,kaia
wfb,2016,5,8,1,300,650,22,2,unco,1,6,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,tube,2,25,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,reil,3,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,bapi,3,21,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,pasa,3,106,71,see subsampling tab,zach,kaia
ssp,2016,5,8,1,400,745,22,1,pegu,3,7,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,kegr,3,9,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,saso,3,4,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,sisc,3,6,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,unfl,1,12,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,sand,3,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,enso,3,145,97,see subsampling tab,zach,kaia
ssp,2016,5,8,1,400,745,22,1,kegr,3,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,paco,3,6,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,shpe,2,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,cabe,3,2,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,unsn,1,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,unco,1,2,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,coro,3,1,n/a,,zach,kaia
ssp,2016,5,8,1,400,745,22,1,stfl,3,1,n/a,,zach,kaia
ssp,2016,5,8,2,30,800,22,2,saso,3,5,n/a,,zach,kaia
ssp,2016,5,8,2,30,800,22,2,pasa,3,2,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,bapi,3,4,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,pasa,3,3,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,thst,3,2,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,ling,1,1,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,herr,1,1,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,enso,3,3,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,bago,3,1,n/a,,zach,kaia
pba,2016,5,9,1,0,758,11,1,unar,1,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,bapi,3,74,50,,zach,kaia
pba,2016,5,9,2,80,810,11,1,paco,3,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,pasa,3,6,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,thst,3,46,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,herr,1,36,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,sisc,3,2,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,tube,1,24,10,,zach,kaia
pba,2016,5,9,2,80,810,11,1,chum,3,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,enso,3,5,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,snpr,1,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,bago,3,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,rbsc,3,1,n/a,,zach,kaia
pba,2016,5,9,2,80,810,11,1,stsc,3,21,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,bapi,3,30,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,coho,3,3,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,pink,3,1,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,kecl,3,6,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,tisc,3,5,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,thst,3,3,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,unfl,1,1,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,pasa,3,2,n/a,,zach,kaia
ppo,2016,5,9,1,0,927,11,1,enso,3,4,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,ling,3,120,95,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,bapi,3,6,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,sand,3,1,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,rbsc,3,1,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,thst,3,1,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,tisc,3,3,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,pasa,3,4,n/a,,zach,kaia
ppo,2016,5,9,2,50,943,11,1,enso,3,6,n/a,,zach,kaia
ppo,2016,6,3,1,15,510,11,2,tisc,3,13,n/a,,kaia,midoli
ppo,2016,6,3,1,15,510,11,2,rbsc,3,12,n/a,,kaia,midoli
ppo,2016,6,3,1,15,510,11,2,ling,3,4,n/a,,kaia,midoli
ppo,2016,6,3,1,15,510,11,2,enso,3,13,n/a,,kaia,midoli
ppo,2016,6,3,1,15,510,11,2,pasa,3,4,n/a,,kaia,midoli
ppo,2016,6,3,1,15,510,11,2,unar,1,1,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,tisc,3,8,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,thst,3,6,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,rbsc,3,3,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,enso,3,10,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,bapi,3,3,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,sand,3,1,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,ling,3,3,n/a,,kaia,midoli
ppo,2016,6,3,2,40,525,11,1,busc,3,1,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,stsc,3,36,15,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,bapi,3,82,50,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,shpe,2,96,75,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,pasa,3,19,5,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,susm,3,1,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,blgo,3,2,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,ling,3,5,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,enso,3,3,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,cabe,3,1,n/a,,kaia,midoli
hdo,2016,6,3,1,5,620,11,1,kegr,3,2,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,stsc,3,26,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,ling,3,3,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,enso,3,17,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,tisc,3,2,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,thst,3,1,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,pypo,3,1,n/a,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,bapi,3,30,30,,kaia,midoli
hdo,2016,6,3,2,65,640,11,1,shpe,2,4,n/a,,kaia,midoli
chp,2016,6,5,1,0,705,11,1,shpe,2,170,150,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,coso,3,1,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,kegr,2,4,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,kegr,3,3,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,tisc,3,9,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,pegu,3,3,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,blro,3,1,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,tube,3,2,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,byro,1,6,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,coro,1,3,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,busc,3,2,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,pasa,3,15,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,enso,3,4,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,cabe,3,1,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,blgo,3,1,n/a,,gillian,midoli
chp,2016,6,5,1,0,705,11,1,unsn,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,coro,3,7,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,tube,3,2,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,pegu,3,7,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,pasa,3,29,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,coso,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,bapi,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,kegr,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,enso,3,6,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,kegr,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,cabe,3,2,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,tisc,3,1,n/a,,gillian,midoli
chp,2016,6,5,2,40,720,11,1,shpe,2,18,n/a,,gillian,midoli
pba,2016,6,5,1,0,858,11,1,stsc,2,5,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,stpe,2,6,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,shpe,2,56,30,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,ling,1,21,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,pipe,1,1,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,thst,2,1,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,bapi,2,7,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,pasa,3,10,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,snpr,2,67,50,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,herr,2,1,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,crgu,2,2,n/a,,midoli,midoli
pba,2016,6,5,1,0,858,11,1,tisc,3,3,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,pasa,3,14,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,tube,3,23,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,bapi,3,112,30,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,thst,3,7,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,ling,3,5,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,stsc,2,16,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,crgu,3,3,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,rbsc,3,1,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,stfl,2,1,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,tisc,3,4,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,enso,3,10,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,unsn,3,1,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,bago,3,1,n/a,,midoli,midoli
pba,2016,6,5,2,40,930,11,1,rbsc,1,1,n/a,,midoli,midoli
wfb,2016,6,6,1,280,750,22,1,stsc,3,21,n/a,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,pasa,3,30,n/a,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,ling,1,145,100,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,sand,3,8,n/a,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,nocl,3,2120,2000,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,bapi,3,1,n/a,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,saso,3,29,n/a,,midoli,kaia
wfb,2016,6,6,1,280,750,22,1,enso,3,6,n/a,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,sand,1,992,970,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,pasa,3,10,n/a,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,saso,3,48,n/a,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,stsc,3,2,n/a,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,roso,1,1,n/a,,midoli,kaia
wfb,2016,6,6,2,15,812,22,1,enso,3,7,n/a,,midoli,kaia
ssp,2016,6,6,1,30,920,22,1,pasa,3,11,n/a,,midoli,kaia
ssp,2016,6,6,1,30,920,22,1,saso,3,9,n/a,,midoli,kaia
ssp,2016,6,6,1,30,920,22,1,enso,3,11,n/a,,midoli,kaia
ssp,2016,6,6,1,30,920,22,1,roso,1,1,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,enso,3,88,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,shpe,2,17,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,ling,1,78,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,cqbr,1,14,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,saso,3,4,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,sisc,3,3,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,boro,1,9,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,byro,1,3,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,coro,1,2,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,cabe,1,1,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,bapi,3,4,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,pegu,3,5,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,kegr,1,9,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,pasa,3,39,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,stsc,3,1,n/a,,midoli,kaia
ssp,2016,6,6,2,500,945,22,1,paco,1,1,n/a,,midoli,kaia
hdo,2016,7,2,1,5,515,11,1,stfl,3,2,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,susm,3,1,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,bapi,3,81,50,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,stsc,3,26,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,rbsc,3,2,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,shpe,2,33,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,enso,3,4,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,thst,3,3,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,kegr,3,1,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,pasa,3,22,n/a,,ben,midoli
hdo,2016,7,2,1,5,515,11,1,ling,3,2,n/a,,ben,midoli
hdo,2016,7,2,2,65,530,11,1,rbsc,3,1,n/a,,ben,midoli
hdo,2016,7,2,2,65,530,11,1,thst,3,3,n/a,,ben,midoli
hdo,2016,7,2,2,65,530,11,1,byro,3,1,n/a,,ben,midoli
