#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV889	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV890	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV891	genus	Trichodon	Eukaryota	Chordata	Actinopteri	Perciformes	Trichodontidae	Trichodon	no identification	lca
ASV892	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV893	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV894	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV895	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV897	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV898	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV899	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV900	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
ASV901	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV902	genus	Oligocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	no identification	lca
ASV903	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV904	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV905	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV906	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV907	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV908	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV909	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV910	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV911	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV912	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV913	genus	Oligocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	no identification	lca
ASV914	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV915	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV916	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV917	genus	Engraulis	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	no identification	lca
ASV918	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV919	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV920	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV921	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV922	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV923	genus	Gadus	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV924	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV925	genus	Chitonotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Chitonotus	no identification	lca
ASV926	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV927	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV928	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV929	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV930	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV931	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV932	genus	Icosteus	Eukaryota	Chordata	Actinopteri	Scombriformes	Icosteidae	Icosteus	no identification	lca
ASV933	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV934	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV935	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV936	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV937	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV938	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV939	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV940	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV941	genus	Enophrys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Enophrys	no identification	lca
ASV942	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV943	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV944	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV945	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV946	genus	Anoplarchus	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Anoplarchus	no identification	lca
ASV947	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV948	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV949	genus	Scorpaenichthys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	no identification	lca
ASV950	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV951	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV952	genus	Aulorhynchus	Eukaryota	Chordata	Actinopteri	Perciformes	Aulorhynchidae	Aulorhynchus	no identification	lca
ASV953	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV954	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV955	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV956	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV957	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV958	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV959	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV960	genus	Aulorhynchus	Eukaryota	Chordata	Actinopteri	Perciformes	Aulorhynchidae	Aulorhynchus	no identification	lca
ASV961	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV962	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV963	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV964	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV965	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV966	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV967	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV968	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV969	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV970	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV971	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV972	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV973	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV974	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV975	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV976	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV977	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV978	genus	Clinocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Clinocottus	no identification	lca
ASV979	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV980	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV981	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV982	genus	Icelinus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Icelinus	no identification	lca
ASV983	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV984	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV985	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV986	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV987	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV988	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV989	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV990	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV991	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV992	genus	Engraulis	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	no identification	lca
ASV993	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV994	genus	Synchirus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Synchirus	no identification	lca
ASV995	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV996	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV997	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV998	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV999	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1000	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1001	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV1002	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV1003	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1004	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV1005	genus	Rimicola	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Rimicola	no identification	lca
ASV1006	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1007	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1008	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV1009	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV1010	family	Salmonidae	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	no identification	no identification	lca
ASV1011	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1012	genus	Anoplarchus	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Anoplarchus	no identification	lca
ASV1013	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV1014	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1015	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1016	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1017	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV1018	genus	Clinocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Clinocottus	no identification	lca
ASV1019	genus	Aulorhynchus	Eukaryota	Chordata	Actinopteri	Perciformes	Aulorhynchidae	Aulorhynchus	no identification	lca
ASV1020	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV1021	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1022	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1023	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1024	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV1025	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1026	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1027	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV1028	genus	Scorpaenichthys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	no identification	lca
ASV1029	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1030	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1031	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1032	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1033	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1034	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV1035	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV1036	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1037	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV1038	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV1039	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV1040	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV1041	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1042	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1043	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV1044	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1045	genus	Megaptera	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	no identification	lca
ASV1046	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1047	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV1048	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1049	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV1050	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1051	genus	Icosteus	Eukaryota	Chordata	Actinopteri	Scombriformes	Icosteidae	Icosteus	no identification	lca
ASV1052	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV1053	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1054	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV1055	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1056	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1057	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1058	genus	Icelinus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Icelinus	no identification	lca
ASV1059	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1060	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1061	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV1062	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1063	genus	Anoplarchus	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	Anoplarchus	no identification	lca
ASV1064	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1065	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV1066	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1067	genus	Enophrys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Enophrys	no identification	lca
ASV1068	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV1069	genus	Liparis	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
ASV1070	genus	Artedius	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	no identification	lca
ASV1071	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1072	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1073	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1074	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV1075	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1076	genus	Oligocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	no identification	lca
ASV1077	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV1078	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1079	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1080	genus	Ascelichthys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Ascelichthys	no identification	lca
ASV1081	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1082	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV1083	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV1084	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV1085	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1086	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1087	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1088	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1089	genus	Oligocottus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	no identification	lca
ASV1090	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV1091	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV1092	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1093	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV1094	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1095	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1096	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1097	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV1098	genus	Enophrys	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Enophrys	no identification	lca
ASV1099	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV1100	genus	Engraulis	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	no identification	lca
ASV1101	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV1102	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1103	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV1104	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1105	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1106	genus	Megaptera	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	no identification	lca
ASV1107	genus	Citharichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	no identification	lca
ASV1108	genus	Cymatogaster	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	no identification	lca
ASV1109	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1110	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV1111	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1112	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV1113	genus	Taricha	Eukaryota	Chordata	Amphibia	Caudata	Salamandridae	Taricha	no identification	lca
ASV1114	genus	Ammodytes	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	no identification	lca
ASV1115	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1116	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1117	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV1118	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
