,site,year,month,day,replicate,species,stage,length,comments,entered,checked
21326,wfb,2018,7,12,1,stsc,3,76,,op,
21327,wfb,2018,7,12,1,sand,3,76,,op,
21328,wfb,2018,7,12,1,sand,3,76,,op,
21329,wfb,2018,7,12,2,stsc,3,76,,op,
21330,wfb,2018,7,12,2,enso,3,76,,op,
21331,ssp,2018,7,12,1,reil,3,76,,zm,
21332,ssp,2018,7,12,2,enso,3,76,,zm,
21333,ssp,2018,7,12,2,enso,3,76,,zm,
21334,ssp,2018,7,12,2,pasa,3,76,,zm,
21335,ssp,2018,7,12,2,saso,3,76,,zm,
21336,kis1,2018,7,13,2,pegu,3,76,,ZM,TF
21337,kis2,2018,7,13,1,enso,3,76,,ZM,TF
21338,kis2,2018,7,13,2,reil,3,76,,ZM,TF
21339,kis2,2018,7,13,2,enso,3,76,,ZM,TF
21340,kis2,2018,7,13,2,unar,3,76,,ZM,TF
21341,gog4,2018,7,14,1,pasa,3,76,,TF,
21342,gog1,2018,7,14,2,sisc,3,76,,TF,
21343,gog1,2018,7,14,2,sisc,3,76,,TF,
21344,gog1,2018,7,14,2,sisc,3,76,,TF,
21345,gog1,2018,7,14,2,sisc,3,76,,TF,
21346,gog1,2018,7,14,2,pegu,3,76,,TF,
21347,fan3,2018,7,15,1,sisc,3,76,,CP,
21348,fan3,2018,7,15,1,sisc,3,76,,CP,
21349,fan3,2018,7,15,1,sisc,3,76,,CP,
21350,fan3,2018,7,15,2,pegu,3,76,,CP,
21351,fan3,2018,7,15,2,sisc,3,76,,CP,
21352,sni1,2018,7,16,1,herr,3,76,,CP,
21353,sni1,2018,7,16,1,herr,3,76,,CP,
21354,sni1,2018,7,16,1,herr,3,76,,CP,
21355,sni2,2018,7,16,1,grsc,3,76,,CP,
21356,fei4,2018,7,17,2,herr,3,76,,CP,
21357,fei4,2018,7,17,2,blgo,3,76,,CP,
21358,fei4,2018,7,17,1,sand,3,76,,TF,
21359,fei3,2018,7,17,2,grsc,3,76,,TF,
21360,fei3,2018,7,17,2,enso,3,76,,TF,
21361,koe1,2018,7,18,1,enso,3,76,,KB,
21362,ris3,2018,7,19,1,enso,3,76,,TF,
21363,ris1,2018,7,19,1,sand,3,76,,TF,
21364,ris1,2018,7,19,1,sand,3,76,,TF,
21365,ssp,2018,8,24,1,pasa,3,76,,,
21366,ssp,2018,8,24,1,pasa,3,76,,,
21367,ssp,2018,8,24,1,pasa,3,76,,,
21368,ssp,2018,8,24,1,enso,3,76,,,
21369,ssp,2018,8,24,1,enso,3,76,,,
21370,ssp,2018,8,24,1,enso,3,76,,,
21371,wfb,2018,8,24,1,enso,3,76,,,
21372,wfb,2018,8,24,1,enso,3,76,,,
21373,wfb,2018,8,24,1,enso,3,76,,,
21374,wfb,2018,8,24,1,sand,3,76,,,
21375,wfb,2018,8,24,1,sand,3,76,,,
21376,wfb,2018,8,24,1,sand,3,76,,,
21377,chp,2018,8,25,2,byro,3,76,,,
21378,chp,2018,8,25,2,stpe,3,76,,,
21379,pba,2018,8,25,1,pasa,3,76,,,
21380,chp,2019,7,29,1,stpe,1,76,,TF,ZM
21381,chp,2019,7,29,1,stpe,1,76,,TF,ZM
21382,wfb,2019,7,30,1,sand,3,76,,KB,TF
21383,wfb,2019,7,30,1,sand,3,76,,KB,TF
21384,wfb,2019,7,30,1,sand,3,76,,KB,TF
21385,wfb,2019,7,30,1,sand,3,76,,KB,TF
21386,wfb,2019,7,30,1,sand,3,76,,KB,TF
21387,wfb,2019,7,30,1,sand,3,76,,KB,TF
21388,wfb,2019,7,30,1,sand,3,76,,KB,TF
21389,wfb,2019,7,30,1,sand,3,76,,KB,TF
21390,wfb,2019,7,30,1,pasa,3,76,,KB,TF
21391,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21392,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21393,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21394,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21395,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21396,ssp,2019,7,30,1,pasa,3,76,,KB,TF
21397,ssp,2019,7,30,1,enso,3,76,,KB,TF
21398,ssp,2019,7,30,1,enso,3,76,,KB,TF
21399,ssp,2019,7,30,1,enso,3,76,,KB,TF
21400,ssp,2019,7,30,1,pegu,3,76,,KB,TF
21401,ssp,2019,7,30,1,sand,3,76,,KB,TF
21402,ssp,2019,7,30,1,sand,3,76,,KB,TF
21403,pba,2019,7,31,1,stpe,1,76,,TF,KB
21404,kis1,2019,8,1,2,sand,3,76,,ZM,KB
21405,kis2,2019,8,1,2,bapi,3,76,,KB,KB
21406,gog4,2019,8,2,2,pasa,3,76,,TF,ZM
21407,gog1,2019,8,2,1,bapi,3,76,,TF,ZM
21408,gog1,2019,8,2,1,bapi,3,76,,TF,ZM
21409,gog1,2019,8,2,1,bapi,3,76,,TF,ZM
21410,fan1,2019,8,3,1,enso,3,76,,KB,TF
21411,fan1,2019,8,3,1,pegu,3,76,,KB,TF
21412,fan3,2019,8,3,1,bapi,3,76,,KB,TF
21413,fan3,2019,8,3,2,bapi,3,76,,KB,TF
21414,koe1,2019,8,4,1,enso,3,76,,TF,KB
21415,koe1,2019,8,4,1,enso,3,76,,TF,KB
21416,koe1,2019,8,4,1,enso,3,76,,TF,KB
21417,koe1,2019,8,4,2,pasa,3,76,,TF,KB
21418,koe1,2019,8,4,2,pasa,3,76,,TF,KB
21419,chp,2020,7,19,1,tube,1,76,,CP,ZM
21420,chp,2020,7,19,2,pasa,3,76,,CP,ZM
21421,chp,2020,7,19,2,pasa,3,76,,CP,ZM
21422,hdo,2020,7,19,1,stsc,3,76,,CP,
21423,ssp,2020,7,20,1,enso,3,76,,AO,
21424,ssp,2020,7,20,1,enso,3,76,,AO,
21425,wfb,2020,7,20,1,enso,3,76,,AO,
21426,wfb,2020,7,20,1,enso,3,76,,AO,
21427,wfb,2020,7,20,1,pasa,3,76,,AO,
21428,wfb,2020,7,20,2,sand,3,76,,AO,
21429,wfb,2020,7,20,2,sand,3,76,,AO,
21430,ppo,2020,7,21,1,smsc,3,76,,AO,
21431,pba,2020,7,21,1,stpe,3,76,,CP,
21432,koe1,2020,7,23,1,pasa,3,76,,ZM,
21433,koe1,2020,7,23,1,pasa,3,76,,ZM,
21434,koe1,2020,7,23,1,coho,1,76,,ZM,
21435,fan1,2020,7,25,1,tisc,3,76,,AO,CP
21436,fan1,2020,7,25,1,tisc,3,76,,AO,CP
21437,fan1,2020,7,25,1,scsc,3,76,,AO,CP
21438,gog1,2020,7,26,1,enso,3,76,,CP,AO
21439,ssp,2021,7,9,1,tube,3,76,,CP,RO
21440,ssp,2021,7,9,1,enso,3,76,,CP,RO
21441,ssp,2021,7,9,1,pasa,3,76,,CP,RO
21442,wfb,2021,7,9,1,sand,3,76,,RO,CP
21443,wfb,2021,7,9,1,enso,3,76,,RO,CP
21444,koe3,2021,7,11,1,coho,1,76,,CP,RO
21445,koe3,2021,7,11,1,coho,1,76,,CP,RO
21446,koe1,2021,7,11,1,ling,1,76,,CP,RO
21447,ksi1,2021,7,12,2,sand,3,76,,ZM,CP
21448,kis2,2021,7,12,1,sand,3,76,,RO,KB
21449,kis2,2021,7,12,1,sand,3,76,,RO,KB
21450,gog1,2021,7,13,1,sisc,3,76,,KB,CP
21451,gog1,2021,7,13,1,pegu,3,76,,KB,CP
21452,gog4,2021,7,13,1,enso,3,76,,RO,KB
21453,fan3,2021,7,14,1,pegu,3,76,,CP,RO
21454,fan3,2021,7,14,1,pegu,3,76,,CP,RO
21455,fan3,2021,7,14,1,enso,3,76,,CP,RO
21456,fan3,2021,7,14,1,enso,3,76,,CP,RO
21457,fan3,2021,7,14,1,enso,3,76,,CP,RO
21458,fan3,2021,7,14,1,sand,3,76,,CP,RO
21459,sni11,2015,8,14,1,herr,3,75.4,,midoli,zach
21460,ssp,2014,6,11,1,sand,3,75,,midoli,midoli
21461,pba,2014,6,12,1,kegr,3,75,,midoli,midoli
21462,pba,2014,6,12,2,enso,3,75,,midoli,midoli
21463,pba,2014,6,12,2,kegr,3,75,,midoli,midoli
21464,pba,2014,6,12,2,snpr,3,75,,midoli,midoli
21465,pba,2014,6,12,2,ling,3,75,,midoli,midoli
21466,kis1,2014,6,13,2,sand,3,75,,carolyn,midoli
21467,kis1,2014,6,13,2,sand,3,75,,carolyn,midoli
21468,kis2,2014,6,13,1,paco,3,75,,carolyn,midoli
21469,kis2,2014,6,13,1,paco,3,75,,carolyn,midoli
21470,kis2,2014,6,13,1,paco,3,75,,carolyn,midoli
21471,kis2,2014,6,13,1,paco,3,75,,carolyn,midoli
21472,kis2,2014,6,13,1,kegr,3,75,,carolyn,midoli
21473,ppo,2014,6,14,1,kegr,3,75,,carolyn,midoli
21474,ppo,2014,6,14,2,sand,3,75,,carolyn,midoli
21475,hab3,2014,6,14,1,ling,3,75,,carolyn,midoli
21476,hab3,2014,6,14,2,kegr,3,75,,carolyn,midoli
21477,koe1,2014,6,15,1,pasa,3,75,,carolyn,midoli
21478,koe1,2014,6,15,2,pasa,3,75,,carolyn,midoli
21479,koe2,2014,6,15,1,sand,3,75,,carolyn,midoli
21480,hdo,2014,6,16,2,stsc,3,75,,carolyn,midoli
21481,ssp,2014,7,2,1,sand,1,75,,carolyn,midoli
21482,wfb,2014,7,9,1,sand,3,75,,midoli,midoli
21483,wfb,2014,7,9,1,sand,3,75,,midoli,midoli
21484,wfb,2014,7,9,1,sand,3,75,,midoli,midoli
21485,chp,2014,7,9,1,sand,1,75,,midoli,midoli
21486,pba,2014,7,10,1,pasa,3,75,,ben,midoli
21487,pba,2014,7,10,2,busc,3,75,,ben,midoli
21488,pba,2014,7,10,2,enso,3,75,,ben,midoli
21489,kis3,2014,7,12,2,pasc,3,75,,midoli,ben
21490,kis4,2014,7,12,1,coro,3,75,,midoli,ben
21491,kis4,2014,7,12,2,kegr,3,75,,midoli,ben
21492,fan1,2014,7,13,1,pegu,3,75,,ben,ben
21493,fan1,2014,7,13,2,sisc,3,75,,ben,ben
21494,fan2,2014,7,13,1,kegr,1,75,,ben,ben
21495,fan2,2014,7,13,1,sand,3,75,,ben,ben
21496,fan2,2014,7,13,1,sand,3,75,,ben,ben
21497,fan2,2014,7,13,2,tisc,3,75,,ben,ben
21498,koe3,2014,7,24,1,chin,3,75,,midoli,ben
21499,koe1,2014,7,24,1,chin,3,75,,midoli,ben
21500,koe1,2014,7,24,1,saso,3,75,,midoli,ben
21501,koe1,2014,7,24,1,sand,3,75,,midoli,ben
21502,koe1,2014,7,24,2,saso,3,75,,midoli,ben
21503,koe1,2014,7,24,2,sand,3,75,,midoli,ben
21504,ssp,2014,7,25,1,sand,3,75,,midoli,ben
21505,gog1,2014,7,26,1,sisc,3,75,,midoli/carolyn,ben
21506,gog1,2014,7,26,2,sisc,3,75,,midoli/carolyn,ben
21507,gog1,2014,7,26,2,enso,3,75,,midoli/carolyn,ben
21508,fan1,2014,7,27,2,sisc,3,75,,midoli/carolyn,ben
21509,fan1,2014,7,27,2,tisc,3,75,,midoli/carolyn,ben
21510,fan1,2014,7,27,2,kegr,3,75,,midoli/carolyn,ben
21511,fan3,2014,7,27,1,tisc,3,75,,midoli/carolyn,ben
21512,kis6,2014,7,28,1,bapi,1,75,,,ben
21513,kis6,2014,7,28,2,sand,1,75,,,ben
21514,gog3,2014,7,30,1,sisc,3,75,,midoli,midoli
21515,gog3,2014,7,30,2,pasf,3,75,,midoli,midoli
21516,gog3,2014,7,30,2,susm,3,75,,midoli,midoli
21517,wfb,2014,7,31,1,sand,1,75,,midoli,midoli
21518,wfb,2014,7,31,2,saso,3,75,,midoli,midoli
21519,hdo,2014,7,31,2,pasa,3,75,,midoli,midoli
21520,pba,2014,8,13,1,thst,2,75,,midoli,carolyn
21521,pba,2014,8,13,1,thst,2,75,,midoli,carolyn
21522,ppo,2014,8,13,2,tisc,2,75,,midoli,carolyn
21523,ssp,2014,8,14,2,tube,3,75,,ben,carolyn
21524,ssp,2014,8,14,2,stpe,1,75,,ben,carolyn
21525,fei3,2014,8,15,1,tube,1,75,,carolyn,m
21526,fei3,2014,8,15,1,bapi,1,75,,carolyn,m
21527,fei3,2014,8,15,2,sisc,3,75,,carolyn,m
21528,fei4,2014,8,15,1,bapi,1,75,,carolyn,m
21529,fei4,2014,8,15,1,bapi,1,75,,carolyn,m
21530,fei4,2014,8,15,1,stsc,3,75,,carolyn,m
21531,fei4,2014,8,15,1,crgu,1,75,,carolyn,m
21532,fei4,2014,8,15,1,crgu,1,75,,carolyn,m
21533,fei4,2014,8,15,1,thst,2,75,,carolyn,m
21534,hdo,2014,8,21,2,bapi,1,75,,midoli,b
21535,sni4,2014,8,22,1,sand,1,75,,midoli,carolyn
21536,sni4,2014,8,22,1,sand,1,75,,midoli,carolyn
21537,sni4,2014,8,22,1,byro,3,75,,midoli,carolyn
21538,sni4,2014,8,22,2,byro,3,75,,midoli,carolyn
21539,sni4,2014,8,22,2,byro,3,75,,midoli,carolyn
21540,sni4,2014,8,22,2,byro,3,75,,midoli,carolyn
21541,fei5,2014,8,23,1,tube,3,75,,carolyn,midoli
21542,fei5,2014,8,23,2,tube,3,75,,carolyn,midoli
21543,fei6,2014,8,24,1,thst,3,75,,ben,carolyn
21544,fei7,2014,8,25,1,sand,3,75,,ben,carolyn
21545,fei7,2014,8,25,1,sand,3,75,,ben,carolyn
21546,fei7,2014,8,25,1,bapi,1,75,,ben,carolyn
21547,hdo,2014,9,7,1,shpe,1,75,,carolyn,midoli
21548,hdo,2014,9,7,1,tube,3,75,,carolyn,midoli
21549,hdo,2014,9,7,2,sisc,3,75,,carolyn,midoli
21550,hdo,2014,9,7,2,tisc,3,75,,carolyn,midoli
21551,hdo,2014,9,7,2,tisc,3,75,,carolyn,midoli
21552,koe1,2014,9,7,1,saso,3,75,,carolyn,midoli
21553,pba,2014,9,8,1,shpe,1,75,"New crew member present, perch ID may be a bit variable. Confirmed presence of listed species, abundance maybe slightly off. ",carolyn,midoli
21554,pba,2014,9,8,1,kepe,1,75,,carolyn,midoli
21555,pba,2014,9,8,1,stpe,1,75,,carolyn,midoli
21556,pba,2014,9,8,2,pipe,3,75,,carolyn,midoli
21557,wfb,2014,9,9,1,sand,1,75,,midoli,carolyn
21558,wfb,2014,9,9,1,sand,1,75,,midoli,carolyn
21559,wfb,2014,9,9,1,sand,1,75,,midoli,carolyn
21560,wfb,2014,9,9,2,herr,3,75,,midoli,carolyn
21561,wfb,2014,9,9,2,herr,3,75,,midoli,carolyn
21562,ssp,2014,9,9,1,bapi,1,75,,midoli,carolyn
21563,ssp,2014,9,9,1,stsc,3,75,,midoli,carolyn
21564,wfb,2015,5,2,2,pink,1,75,,ben,ben
21565,wfb,2015,5,2,2,pink,1,75,,ben,ben
21566,wfb,2015,5,2,2,pasa,1,75,,ben,ben
21567,ssp,2015,5,2,1,pasa,1,75,,ben,ben
21568,chp,2015,5,4,1,pasa,1,75,,midoli,ben
21569,ppo,2015,5,20,1,tisc,2,75,,midoli/zach,zach
21570,ppo,2015,5,20,1,ling,1,75,,midoli/zach,zach
21571,fei8,2015,5,21,2,kepe,3,75,,zach/ben,zach
21572,sni5,2015,5,22,1,crgu,3,75,,midoli,zach
21573,sni5,2015,5,22,1,crgu,3,75,,midoli,zach
21574,sni6,2015,5,22,2,pasc,3,75,,midoli,zach
21575,kis7,2015,5,23,1,coro,1,75,,,zach
21576,kis7,2015,5,23,1,coro,1,75,,,zach
21577,kis7,2015,5,23,1,stsc,1,75,,,zach
21578,kis7,2015,5,23,2,coro,3,75,,,zach
21579,kis7,2015,5,23,2,cabe,3,75,,,zach
21580,kis8,2015,5,23,1,smsc,3,75,,,zach
21581,ssp,2015,5,31,1,pink,1,75,,zach,ben
21582,ssp,2015,5,31,1,sand,3,75,,zach,ben
21583,koe3,2015,6,1,2,coho,3,75,,midoli,ben
21584,koe1,2015,6,1,2,pasa,3,75,,midoli,ben
21585,sni8,2015,6,10,2,ling,1,75,,zach,zach
21586,hab4,2015,6,13,2,stsc,3,75,,ben,midoli
21587,hab5,2015,6,14,1,enso,3,75,,zach,midoli
21588,hab5,2015,6,14,2,pasa,3,75,,zach,midoli
21589,cas1,2015,6,15,1,enso,3,75,,zach,ben
21590,cas1,2015,6,15,1,enso,3,75,,zach,ben
21591,cas1,2015,6,15,2,susm,3,75,,zach,ben
21592,cas1,2015,6,15,2,susm,3,75,,zach,ben
21593,cas1,2015,6,15,2,susm,3,75,,zach,ben
21594,cas1,2015,6,15,2,sock,1,75,,zach,ben
21595,cas1,2015,6,15,2,sock,1,75,,zach,ben
21596,cas1,2015,6,15,2,pink,1,75,,zach,ben
21597,cas2,2015,6,15,1,stsc,3,75,,zach,ben
21598,cas2,2015,6,15,1,stsc,3,75,,zach,ben
21599,cas2,2015,6,15,1,enso,3,75,,zach,ben
21600,nam1,2015,6,16,1,tube,1,75,,zach,ben
21601,nam1,2015,6,16,1,blgo,3,75,,zach,ben
21602,nam2,2015,6,16,1,tube,3,75,,zach,ben
21603,nam2,2015,6,16,1,tube,3,75,,zach,ben
21604,nam2,2015,6,16,2,kegr,1,75,,zach,ben
21605,kis10,2015,6,17,1,tube,3,75,,,ben
21606,kis10,2015,6,17,1,crgu,3,75,,,ben
21607,kis10,2015,6,17,1,kegr,1,75,,,ben
21608,kis10,2015,6,17,2,smsc,3,75,,,ben
21609,fei10,2015,6,18,2,pasa,3,75,,,ben
21610,fei11,2015,6,18,1,sand,1,75,,,ben
21611,wfb,2015,7,1,1,pasa,3,75,,,ben
21612,wfb,2015,7,1,1,pasa,3,75,,,ben
21613,wfb,2015,7,1,1,enso,3,75,,,ben
21614,wfb,2015,7,1,1,enso,3,75,,,ben
21615,wfb,2015,7,1,1,enso,3,75,,,ben
21616,ssp,2015,7,1,1,sand,3,75,,,ben
21617,ssp,2015,7,1,1,sand,3,75,,,ben
21618,ssp,2015,7,1,1,sand,3,75,,,ben
21619,ssp,2015,7,1,1,enso,3,75,,,ben
21620,pba,2015,7,2,1,tube,3,75,,,ben
21621,pba,2015,7,2,1,tube,3,75,,,ben
21622,pba,2015,7,2,2,pasa,3,75,,,ben
21623,pba,2015,7,2,2,thst,2,75,,,ben
21624,hdo,2015,7,2,2,enso,3,75,,,ben
21625,chp,2015,7,3,1,pasa,3,75,,ben,ben
21626,fan1,2015,7,5,1,sand,3,75,,ben,ben
21627,fan1,2015,7,5,2,pasa,3,75,,ben,ben
21628,fan1,2015,7,5,2,pegu,3,75,,ben,ben
21629,fan3,2015,7,5,2,pasf,3,75,,ben,ben
21630,gog3,2015,7,6,1,pasa,3,75,,zach,ben
21631,gog3,2015,7,6,1,pasa,3,75,,zach,ben
21632,kis6,2015,7,7,1,kegr,3,75,,kaia,ben
21633,koe3,2015,7,8,2,coho,3,75,,ben,ben
21634,koe1,2015,7,8,1,saso,3,75,,ben,ben
21635,hab2,2015,7,12,2,sand,3,75,,zach,zach
21636,hab2,2015,7,12,2,sand,3,75,,zach,zach
21637,hab2,2015,7,12,2,enso,3,75,,zach,zach
21638,hab2,2015,7,12,2,enso,3,75,,zach,zach
21639,hab1,2015,7,13,1,thst,3,75,,zach,zach
21640,hab1,2015,7,13,1,pasa,3,75,,zach,zach
21641,fei2,2015,7,14,1,pasc,3,75,,ben,zach
21642,fei12,2015,7,14,1,stsc,3,75,,ben,zach
21643,fei12,2015,7,14,1,bapi,3,75,,ben,zach
21644,ssp,2015,7,28,1,pasa,3,75,,ben,zach
21645,ssp,2015,7,28,1,pasa,3,75,,ben,zach
21646,ssp,2015,7,28,1,enso,3,75,,ben,zach
21647,ssp,2015,7,28,1,sand,3,75,,ben,zach
21648,ssp,2015,7,28,1,sand,3,75,,ben,zach
21649,ssp,2015,7,28,1,sand,3,75,,ben,zach
21650,ssp,2015,7,28,2,pasa,3,75,,ben,zach
21651,wfb,2015,7,28,1,pasa,3,75,,ben,zach
21652,hdo,2015,7,29,1,bapi,3,75,,zach,ben
21653,hdo,2015,7,29,2,bago,3,75,,zach,ben
21654,pba,2015,7,30,2,thst,3,75,,zach,ben
21655,koe3,2015,7,31,1,shpe,1,75,,zach,kaia
21656,koe3,2015,7,31,1,coho,1,75,,zach,kaia
21657,koe3,2015,7,31,1,thst,3,75,,zach,kaia
21658,koe1,2015,7,31,1,saso,3,75,,zach,kaia
21659,koe1,2015,7,31,2,coho,1,75,,zach,kaia
21660,koe1,2015,7,31,2,coho,1,75,,zach,kaia
21661,fei3,2015,8,2,1,crgu,3,75,,,
21662,fei3,2015,8,2,1,crgu,3,75,,,
21663,fei4,2015,8,2,1,bapi,3,75,,,
21664,fei4,2015,8,2,1,sisc,3,75,,,
21665,fei4,2015,8,2,1,reil,3,75,,,
21666,fei4,2015,8,2,2,blgo,3,75,,,
21667,fei13,2015,8,12,1,bapi,3,75,,ben,zach
21668,fei13,2015,8,12,2,enso,3,75,,ben,zach
21669,sni9,2015,8,13,1,stfl,1,75,,ben,zach
21670,sni9,2015,8,13,2,shpe,1,75,,ben,zach
21671,sni10,2015,8,13,1,bapi,1,75,,ben,zach
21672,sni10,2015,8,13,1,bapi,1,75,,ben,zach
21673,sni12,2015,8,14,1,bapi,1,75,,midoli,zach
21674,sni12,2015,8,14,1,bapi,1,75,,midoli,zach
21675,sni12,2015,8,14,1,bapi,1,75,,midoli,zach
21676,sni12,2015,8,14,2,pasc,3,75,,midoli,zach
21677,gog4,2015,8,15,1,saso,3,75,,zach,ben
21678,gog4,2015,8,15,1,pasa,3,75,,zach,ben
21679,gog4,2015,8,15,1,enso,3,75,,zach,ben
21680,gog1,2015,8,15,1,pegu,3,75,,zach,ben
21681,gog1,2015,8,15,1,tube,3,75,,zach,ben
21682,gog1,2015,8,15,1,pegu,3,75,,zach,ben
21683,ris2,2015,8,16,2,bapi,3,75,,ben,midoli
21684,ris6,2015,8,17,1,saso,3,75,,midoli,midoli
21685,ris6,2015,8,17,1,repe,3,75,,midoli,midoli
21686,ris7,2015,8,17,1,shpe,1,75,,ben,midoli
21687,ris7,2015,8,17,1,pasa,3,75,,ben,midoli
21688,ris7,2015,8,17,2,bapi,3,75,,ben,midoli
21689,ppo,2015,9,2,2,tube,3,75,,ben,zach
21690,hdo,2015,9,2,1,bapi,3,75,,ben,zach
21691,wfb,2015,9,3,1,enso,3,75,,zach,zach
21692,ssp,2015,9,3,1,pasa,3,75,,zach,zach
21693,ssp,2015,9,3,1,enso,3,75,,zach,zach
21694,chp,2015,9,11,1,shpe,1,75,,ben,zach
21695,chp,2015,9,11,1,shpe,1,75,,ben,zach
21696,pba,2015,9,12,1,shpe,1,75,,zach,zach
21697,pba,2015,9,12,1,shpe,1,75,,zach,zach
21698,pba,2015,9,12,1,bapi,3,75,,zach,zach
21699,pba,2015,9,12,1,tisc,3,75,,zach,zach
21700,pba,2015,9,12,2,thst,2,75,,zach,zach
21701,koe3,2015,9,13,1,shpe,1,75,,ben,zach
21702,koe1,2015,9,13,1,bapi,3,75,,zach,zach
21703,koe1,2015,9,13,1,saso,3,75,,zach,zach
21704,ssp,2016,4,7,1,saso,3,75,,ben,kaia
21705,ssp,2016,4,7,2,saso,3,75,,ben,kaia
21706,pba,2016,4,9,1,ling,3,75,,zach,midoli
21707,hdo,2016,4,12,1,stsc,3,75,,midoli,midoli
21708,hdo,2016,5,7,1,pasc,3,75,,midoli,kaia
21709,ssp,2016,5,8,1,pasa,3,75,,zach,kaia
21710,ppo,2016,5,9,2,ling,3,75,,zach,kaia
21711,ppo,2016,6,3,1,enso,3,75,,kaia,midoli
21712,ppo,2016,6,3,1,enso,3,75,,kaia,midoli
21713,ppo,2016,6,3,2,tisc,3,75,,kaia,midoli
21714,hdo,2016,6,3,1,stsc,3,75,,kaia,midoli
21715,hdo,2016,6,3,2,enso,3,75,,kaia,midoli
21716,chp,2016,6,5,1,enso,3,75,,midoli,midoli
21717,chp,2016,6,5,2,pasa,3,75,,midoli,midoli
21718,pba,2016,6,5,2,pasa,3,75,,midoli,midoli
21719,wfb,2016,6,6,1,pasa,3,75,,midoli,kaia
21720,wfb,2016,6,6,1,saso,3,75,,midoli,kaia
21721,ssp,2016,6,6,2,ling,3,75,,midoli,kaia
21722,ssp,2016,6,6,2,kegr,3,75,,midoli,kaia
21723,ssp,2016,6,6,2,kegr,3,75,,midoli,kaia
21724,ssp,2016,6,6,2,pasa,3,75,,midoli,kaia
21725,ssp,2016,6,6,2,pasa,3,75,,midoli,kaia
21726,hdo,2016,7,2,2,enso,3,75,,ben,midoli
21727,ssp,2016,7,4,1,pasa,3,75,,kaia,midoli
21728,ssp,2016,7,4,1,pasa,3,75,,kaia,midoli
21729,ssp,2016,7,4,2,sand,3,75,,kaia,midoli
21730,ssp,2016,7,4,2,sand,3,75,,kaia,midoli
21731,sni1,2016,7,20,1,blgo,3,75,,gillian,ben
21732,sni2,2016,7,20,1,blgo,3,75,,ben,midoli
21733,sni2,2016,7,20,1,blgo,3,75,,ben,midoli
21734,sni2,2016,7,20,1,pasa,3,75,,ben,midoli
21735,sni2,2016,7,20,1,enso,3,75,,ben,midoli
21736,sni2,2016,7,20,2,pasa,3,75,,ben,midoli
21737,kis1,2016,7,21,2,stpe,3,75,,kaia,midoli
21738,kis1,2016,7,21,2,stpe,3,75,,kaia,midoli
21739,kis2,2016,7,22,1,sand,3,75,,gillian,midoli
21740,kis2,2016,7,22,1,sand,3,75,,gillian,midoli
21741,kis2,2016,7,22,1,enso,3,75,,gillian,midoli
21742,kis2,2016,7,22,2,crgu,3,75,,gillian,midoli
21743,kis2,2016,7,22,2,shsc,3,75,,gillian,midoli
21744,gog1,2016,7,22,2,enso,3,75,,gillian,midoli
21745,gog1,2016,7,22,2,reil,3,75,,gillian,midoli
21746,ris3,2016,7,23,1,pegu,3,75,,ben,midoli
21747,ris3,2016,7,23,1,crgu,3,75,,ben,midoli
21748,ris3,2016,7,23,1,hico,3,75,,ben,midoli
21749,fei3,2016,7,25,1,enso,3,75,,kaia,midoli
21750,fei3,2016,7,25,1,argo,3,75,,kaia,midoli
21751,fei3,2016,7,25,2,enso,3,75,,kaia,midoli
21752,fei4,2016,7,25,1,bapi,3,75,,kaia,midoli
21753,fei4,2016,7,25,2,bapi,3,75,,kaia,midoli
21754,wfb,2016,8,2,1,pasa,3,75,,midoli,ben
21755,wfb,2016,8,2,1,sand,3,75,,midoli,ben
21756,wfb,2016,8,2,1,sand,3,75,,midoli,ben
21757,ssp,2016,8,2,1,stpe,3,75,,midoli,ben
21758,ssp,2016,8,2,1,pasa,3,75,,midoli,ben
21759,ssp,2016,8,2,1,enso,3,75,,midoli,ben
21760,ssp,2016,8,2,2,enso,3,75,,midoli,ben
21761,ppo,2016,8,3,1,bapi,3,75,,midoli,ben
21762,ppo,2016,8,3,1,kegr,3,75,,midoli,ben
21763,chp,2016,8,3,1,pasa,3,75,,midoli,ben
21764,hdo,2016,8,4,1,pasa,3,75,,kaia,midoli
21765,hab4,2016,8,5,1,stsc,3,75,,midoli,kaia
21766,hab4,2016,8,5,1,stsc,3,75,,midoli,kaia
21767,hab2,2016,8,5,1,enso,3,75,,midoli,kaia
21768,hab2,2016,8,5,1,enso,3,75,,midoli,kaia
21769,hab2,2016,8,5,2,enso,3,75,,midoli,kaia
21770,ssp,2016,9,17,1,shpe,1,75,,ben,
21771,ssp,2016,9,17,1,pasa,3,75,,ben,
21772,ssp,2016,9,17,1,pasa,3,75,,ben,
21773,wfb,2016,9,17,1,saso,3,75,,ben,
21774,ppo,2016,9,18,2,shpe,1,75,,ben,
21775,ppo,2016,9,18,2,shpe,1,75,,ben,
21776,pba,2016,9,18,1,bapi,3,75,,ben,
21777,pba,2016,9,18,1,pipe,3,75,,ben,
21778,pba,2016,9,18,1,shpe,1,75,,ben,
